UNHAPPY,AGE,HEALTH,RINCOM91,EDUC,SEX,BLACK,OTHER_RACE,TRAUMA1,WIDOWED,DIVORCED,SEPARATED,NEVER_MARRIED
0,19,3,0,11,0,0,0,0,0,0,0,1
0,19,0,1,11,0,0,0,0,0,0,0,1
0,19,4,2,11,0,0,0,0,0,0,0,1
0,19,3,2,11,1,0,0,0,0,0,0,1
0,19,3,4,12,1,0,0,0,0,0,0,1
0,19,0,0,11,0,0,0,1,0,0,0,1
0,19,0,0,11,1,0,1,1,0,0,0,1
0,19,2,0,12,1,0,0,1,0,0,0,1
1,19,0,7,12,0,0,0,1,0,0,0,1
0,18,0,0,11,0,0,0,0,0,0,0,1
0,18,0,0,11,0,0,0,0,0,0,0,1
0,18,4,0,11,1,0,0,0,0,0,0,1
0,18,3,0,11,1,0,1,1,0,0,0,1
0,18,4,4,11,0,0,0,1,0,0,0,1
